"rank","persona_id","role","role_label","work_setting","life_stage","time_pressure","personal_priority","primary_goal","completed_first_value","wow_moment","love_score","use_again_score","family_time_back_resonance_score","outcome_tier","primary_pain_point"
"4346","DEMO-TEST-SL-5000-TRAINER-0854","trainer","Trainer","manufacturer training","raising young children","second job or side work","protect customer or facility trust","practice escalation questions","false","false","51.4","58","77.1","failed_first_value","training value is hidden until after a PartSnap result"
"4347","DEMO-TEST-SL-5000-COUNTER-0171","counter","Counter / Distributor","manufacturer support desk","late career or empty nest","school or daycare pickup","avoid a weekend callback","compare possible part families","false","false","51.4","57.6","77.1","failed_first_value","proof packet value is invisible before the first successful scan"
"4348","DEMO-TEST-SL-5000-TRAINER-0482","trainer","Trainer","independent online training","early career","unpredictable on-call schedule","protect customer or facility trust","practice escalation questions","true","false","51.4","57.6","72.2","weak_payoff","training value is hidden until after a PartSnap result"
"4349","DEMO-TEST-SL-5000-TRAINER-0830","trainer","Trainer","CPO classroom","raising young children","elder-care responsibility","avoid a weekend callback","run a five-minute field lesson","false","false","51.4","57.3","82.1","failed_first_value","training value is hidden until after a PartSnap result"
"4350","DEMO-TEST-SL-5000-COUNTER-0273","counter","Counter / Distributor","independent pool store","sandwich caregiver","unpredictable on-call schedule","avoid a weekend callback","reduce a wrong counter sale","false","false","51.4","57.2","82.2","failed_first_value","proof packet value is invisible before the first successful scan"
"4351","DEMO-TEST-SL-5000-TRAINER-0528","trainer","Trainer","independent online training","late career or empty nest","unpredictable on-call schedule","teach the next person faster","teach proof before ordering","false","false","51.4","57.1","72.4","failed_first_value","training value is hidden until after a PartSnap result"
"4352","DEMO-TEST-SL-5000-TRAINER-0855","trainer","Trainer","independent online training","raising young children","protect dinner at home","get home for dinner","run a five-minute field lesson","true","false","51.4","57","78.2","weak_payoff","training value is hidden until after a PartSnap result"
"4353","DEMO-TEST-SL-5000-HOMEOWNER-0148","homeowner","Homeowner","short-term rental owner","late career or empty nest","school or daycare pickup","get home for dinner","understand turnover time","true","false","51.4","56","77.4","weak_payoff","technical navigation remains too broad for homeowner mode"
"4354","DEMO-TEST-SL-5000-HOMEOWNER-0564","homeowner","Homeowner","short-term rental owner","established family","elder-care responsibility","protect customer or facility trust","prepare a clear note for a pro","true","false","51.4","56","72.5","weak_payoff","technical navigation remains too broad for homeowner mode"
"4355","DEMO-TEST-SL-5000-HOMEOWNER-0772","homeowner","Homeowner","first-time pool owner","established family","school or daycare pickup","teach the next person faster","understand turnover time","false","false","51.4","55.7","72.5","failed_first_value","technical navigation remains too broad for homeowner mode"
"4356","DEMO-TEST-SL-5000-HOMEOWNER-0058","homeowner","Homeowner","experienced DIY owner","raising young children","protect dinner at home","avoid a weekend callback","estimate pool volume","true","false","51.4","55.3","78.5","weak_payoff","technical navigation remains too broad for homeowner mode"
"4357","DEMO-TEST-SL-5000-HOMEOWNER-0748","homeowner","Homeowner","experienced DIY owner","established family","second job or side work","avoid a weekend callback","check a basic dosing input","false","false","51.4","55.2","77.5","failed_first_value","technical navigation remains too broad for homeowner mode"
"4358","DEMO-TEST-SL-5000-HOMEOWNER-0891","homeowner","Homeowner","owner working with a service company","sandwich caregiver","unpredictable on-call schedule","feel confident without calling a boss","prepare a clear note for a pro","false","false","51.4","55","77.6","failed_first_value","technical navigation remains too broad for homeowner mode"
"4359","DEMO-TEST-SL-5000-TRAINER-0202","trainer","Trainer","independent online training","sandwich caregiver","unpredictable on-call schedule","feel confident without calling a boss","review a mystery part","true","false","51.4","53.7","77.8","weak_payoff","training value is hidden until after a PartSnap result"
"4360","DEMO-TEST-SL-5000-TRAINER-0081","trainer","Trainer","manufacturer training","late career or empty nest","second job or side work","avoid a weekend callback","use a facility scenario","false","false","51.3","59.3","76.9","failed_first_value","training value is hidden until after a PartSnap result"
"4361","DEMO-TEST-SL-5000-TRAINER-0345","trainer","Trainer","CPO classroom","late career or empty nest","school or daycare pickup","get home for dinner","teach proof before ordering","true","false","51.3","58.4","77","weak_payoff","training value is hidden until after a PartSnap result"
"4362","DEMO-TEST-SL-5000-TRAINER-0640","trainer","Trainer","manufacturer training","early career","unpredictable on-call schedule","teach the next person faster","practice escalation questions","false","false","51.3","57.4","72.3","failed_first_value","training value is hidden until after a PartSnap result"
"4363","DEMO-TEST-SL-5000-TRAINER-0559","trainer","Trainer","trade-school lab","sandwich caregiver","second job or side work","feel confident without calling a boss","practice escalation questions","true","false","51.3","57","77.2","weak_payoff","training value is hidden until after a PartSnap result"
"4364","DEMO-TEST-SL-5000-TRAINER-0466","trainer","Trainer","manufacturer training","established family","protect dinner at home","feel confident without calling a boss","run a five-minute field lesson","false","false","51.3","56.9","68.4","failed_first_value","training value is hidden until after a PartSnap result"
"4365","DEMO-TEST-SL-5000-HOMEOWNER-0521","homeowner","Homeowner","experienced DIY owner","late career or empty nest","unpredictable on-call schedule","feel confident without calling a boss","check a basic dosing input","true","false","51.3","56.8","72.3","weak_payoff","technical navigation remains too broad for homeowner mode"
"4366","DEMO-TEST-SL-5000-COUNTER-0186","counter","Counter / Distributor","regional distributor counter","established family","protect dinner at home","teach the next person faster","compare possible part families","true","false","51.3","56.1","68.5","weak_payoff","proof packet value is invisible before the first successful scan"
"4367","DEMO-TEST-SL-5000-TRAINER-0071","trainer","Trainer","service-company ride-along","early career","school or daycare pickup","protect customer or facility trust","run a five-minute field lesson","false","false","51.3","55.9","72.5","failed_first_value","training value is hidden until after a PartSnap result"
"4368","DEMO-TEST-SL-5000-TRAINER-0273","trainer","Trainer","manufacturer training","raising young children","unpredictable on-call schedule","avoid a weekend callback","run a five-minute field lesson","false","false","51.3","55.8","82.3","failed_first_value","training value is hidden until after a PartSnap result"
"4369","DEMO-TEST-SL-5000-TRAINER-0140","trainer","Trainer","CPO classroom","established family","second job or side work","get home for dinner","review a mystery part","true","false","51.3","55.6","77.4","weak_payoff","training value is hidden until after a PartSnap result"
"4370","DEMO-TEST-SL-5000-TRAINER-0891","trainer","Trainer","independent online training","established family","school or daycare pickup","teach the next person faster","run a five-minute field lesson","false","false","51.3","55.2","72.6","failed_first_value","training value is hidden until after a PartSnap result"
"4371","DEMO-TEST-SL-5000-TRAINER-0295","trainer","Trainer","CPO classroom","early career","protect dinner at home","get home for dinner","teach proof before ordering","false","false","51.3","54.8","73.6","failed_first_value","training value is hidden until after a PartSnap result"
"4372","DEMO-TEST-SL-5000-TRAINER-0387","trainer","Trainer","trade-school lab","late career or empty nest","elder-care responsibility","avoid a weekend callback","review a mystery part","false","false","51.3","54.8","77.6","failed_first_value","training value is hidden until after a PartSnap result"
"4373","DEMO-TEST-SL-5000-TRAINER-0865","trainer","Trainer","trade-school lab","sandwich caregiver","unpredictable on-call schedule","avoid a weekend callback","teach proof before ordering","false","false","51.3","54.5","82.6","failed_first_value","training value is hidden until after a PartSnap result"
"4374","DEMO-TEST-SL-5000-TRAINER-0959","trainer","Trainer","manufacturer training","raising young children","protect dinner at home","protect customer or facility trust","review a mystery part","true","false","51.3","54.2","73.7","weak_payoff","training value is hidden until after a PartSnap result"
"4375","DEMO-TEST-SL-5000-HOMEOWNER-0725","homeowner","Homeowner","HOA board volunteer","established family","protect dinner at home","teach the next person faster","understand turnover time","false","false","51.3","53.6","68.9","failed_first_value","technical navigation remains too broad for homeowner mode"
"4376","DEMO-TEST-SL-5000-HOMEOWNER-0807","homeowner","Homeowner","experienced DIY owner","raising young children","school or daycare pickup","protect customer or facility trust","know when to stop and call a pro","true","false","51.3","52.9","77.8","weak_payoff","technical navigation remains too broad for homeowner mode"
"4377","DEMO-TEST-SL-5000-COUNTER-0363","counter","Counter / Distributor","mobile parts seller","early career","unpredictable on-call schedule","protect customer or facility trust","send a vendor packet","false","false","51.2","59.7","71.9","failed_first_value","proof packet value is invisible before the first successful scan"
"4378","DEMO-TEST-SL-5000-TRAINER-0447","trainer","Trainer","manufacturer training","sandwich caregiver","second job or side work","feel confident without calling a boss","run a five-minute field lesson","false","false","51.2","58.5","77","failed_first_value","training value is hidden until after a PartSnap result"
"4379","DEMO-TEST-SL-5000-COUNTER-0863","counter","Counter / Distributor","service-company stock room","late career or empty nest","second job or side work","feel confident without calling a boss","collect the missing label proof","true","false","51.2","57.5","72.3","weak_payoff","proof packet value is invisible before the first successful scan"
"4380","DEMO-TEST-SL-5000-TRAINER-0970","trainer","Trainer","CPO classroom","sandwich caregiver","school or daycare pickup","feel confident without calling a boss","use a facility scenario","true","false","51.2","57.1","77.2","weak_payoff","training value is hidden until after a PartSnap result"
"4381","DEMO-TEST-SL-5000-TRAINER-0153","trainer","Trainer","independent online training","sandwich caregiver","protect dinner at home","feel confident without calling a boss","teach proof before ordering","false","false","51.2","56.6","73.4","failed_first_value","training value is hidden until after a PartSnap result"
"4382","DEMO-TEST-SL-5000-COUNTER-0088","counter","Counter / Distributor","independent pool store","late career or empty nest","school or daycare pickup","avoid a weekend callback","reduce a wrong counter sale","true","false","51.2","56.3","77.3","weak_payoff","proof packet value is invisible before the first successful scan"
"4383","DEMO-TEST-SL-5000-COUNTER-0321","counter","Counter / Distributor","regional distributor counter","raising young children","unpredictable on-call schedule","get home for dinner","identify a walk-in part","false","false","51.2","56.3","82.2","failed_first_value","proof packet value is invisible before the first successful scan"
"4384","DEMO-TEST-SL-5000-TRAINER-0143","trainer","Trainer","manufacturer training","sandwich caregiver","protect dinner at home","feel confident without calling a boss","practice escalation questions","false","false","51.2","55.6","73.5","failed_first_value","training value is hidden until after a PartSnap result"
"4385","DEMO-TEST-SL-5000-TRAINER-0255","trainer","Trainer","independent online training","late career or empty nest","second job or side work","get home for dinner","review a mystery part","true","false","51.2","55.5","77.4","weak_payoff","training value is hidden until after a PartSnap result"
"4386","DEMO-TEST-SL-5000-HOMEOWNER-0665","homeowner","Homeowner","owner working with a service company","established family","elder-care responsibility","protect customer or facility trust","understand turnover time","false","false","51.2","55.5","72.5","failed_first_value","technical navigation remains too broad for homeowner mode"
"4387","DEMO-TEST-SL-5000-HOMEOWNER-0898","homeowner","Homeowner","owner working with a service company","raising young children","school or daycare pickup","get home for dinner","know when to stop and call a pro","false","false","51.2","54.9","82.3","failed_first_value","technical navigation remains too broad for homeowner mode"
"4388","DEMO-TEST-SL-5000-HOMEOWNER-0204","homeowner","Homeowner","HOA board volunteer","raising young children","elder-care responsibility","avoid a weekend callback","estimate pool volume","true","false","51.2","54.6","82.5","weak_payoff","technical navigation remains too broad for homeowner mode"
"4389","DEMO-TEST-SL-5000-HOMEOWNER-0535","homeowner","Homeowner","short-term rental owner","early career","second job or side work","feel confident without calling a boss","know when to stop and call a pro","false","false","51.2","54.5","72.7","failed_first_value","technical navigation remains too broad for homeowner mode"
"4390","DEMO-TEST-SL-5000-HOMEOWNER-0542","homeowner","Homeowner","HOA board volunteer","late career or empty nest","elder-care responsibility","protect customer or facility trust","know when to stop and call a pro","true","false","51.2","54.4","72.7","weak_payoff","technical navigation remains too broad for homeowner mode"
"4391","DEMO-TEST-SL-5000-HOMEOWNER-0280","homeowner","Homeowner","first-time pool owner","late career or empty nest","school or daycare pickup","avoid a weekend callback","estimate pool volume","true","false","51.2","54.3","77.6","weak_payoff","technical navigation remains too broad for homeowner mode"
"4392","DEMO-TEST-SL-5000-TRAINER-0054","trainer","Trainer","service-company ride-along","established family","unpredictable on-call schedule","avoid a weekend callback","use a facility scenario","false","false","51.2","53.7","77.7","failed_first_value","training value is hidden until after a PartSnap result"
"4393","DEMO-TEST-SL-5000-HOMEOWNER-0851","homeowner","Homeowner","experienced DIY owner","late career or empty nest","protect dinner at home","feel confident without calling a boss","check a basic dosing input","true","false","51.2","52.2","69.1","weak_payoff","technical navigation remains too broad for homeowner mode"
"4394","DEMO-TEST-SL-5000-TRAINER-0069","trainer","Trainer","CPO classroom","late career or empty nest","elder-care responsibility","get home for dinner","run a five-minute field lesson","false","false","51.1","59.3","76.8","failed_first_value","training value is hidden until after a PartSnap result"
"4395","DEMO-TEST-SL-5000-TRAINER-0894","trainer","Trainer","independent online training","early career","elder-care responsibility","get home for dinner","review a mystery part","true","false","51.1","59.2","76.8","weak_payoff","training value is hidden until after a PartSnap result"
"4396","DEMO-TEST-SL-5000-COUNTER-0533","counter","Counter / Distributor","manufacturer support desk","established family","school or daycare pickup","protect customer or facility trust","compare possible part families","false","false","51.1","59","71.9","failed_first_value","proof packet value is invisible before the first successful scan"
"4397","DEMO-TEST-SL-5000-TRAINER-0203","trainer","Trainer","independent online training","raising young children","second job or side work","feel confident without calling a boss","review a mystery part","false","false","51.1","57.8","77","failed_first_value","training value is hidden until after a PartSnap result"
"4398","DEMO-TEST-SL-5000-TRAINER-0280","trainer","Trainer","service-company ride-along","sandwich caregiver","protect dinner at home","avoid a weekend callback","teach proof before ordering","false","false","51.1","56.8","78.1","failed_first_value","training value is hidden until after a PartSnap result"
"4399","DEMO-TEST-SL-5000-COUNTER-0078","counter","Counter / Distributor","service-company stock room","established family","second job or side work","teach the next person faster","collect the missing label proof","true","false","51.1","56.7","72.3","weak_payoff","proof packet value is invisible before the first successful scan"
"4400","DEMO-TEST-SL-5000-COUNTER-0079","counter","Counter / Distributor","manufacturer support desk","late career or empty nest","unpredictable on-call schedule","protect customer or facility trust","reduce a wrong counter sale","false","false","51.1","56.6","72.4","failed_first_value","proof packet value is invisible before the first successful scan"
"4401","DEMO-TEST-SL-5000-TRAINER-0801","trainer","Trainer","manufacturer training","late career or empty nest","second job or side work","feel confident without calling a boss","use a facility scenario","false","false","51.1","56.5","72.4","failed_first_value","training value is hidden until after a PartSnap result"
"4402","DEMO-TEST-SL-5000-HOMEOWNER-0719","homeowner","Homeowner","experienced DIY owner","sandwich caregiver","elder-care responsibility","protect customer or facility trust","prepare a clear note for a pro","true","false","51.1","55.9","77.3","weak_payoff","technical navigation remains too broad for homeowner mode"
"4403","DEMO-TEST-SL-5000-TRAINER-0126","trainer","Trainer","CPO classroom","late career or empty nest","protect dinner at home","feel confident without calling a boss","review a mystery part","false","false","51.1","55.7","68.6","failed_first_value","training value is hidden until after a PartSnap result"
"4404","DEMO-TEST-SL-5000-TRAINER-0996","trainer","Trainer","manufacturer training","raising young children","elder-care responsibility","get home for dinner","teach proof before ordering","false","false","51.1","55.6","82.3","failed_first_value","training value is hidden until after a PartSnap result"
"4405","DEMO-TEST-SL-5000-HOMEOWNER-0754","homeowner","Homeowner","HOA board volunteer","raising young children","school or daycare pickup","get home for dinner","understand turnover time","false","false","51.1","54.6","82.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4406","DEMO-TEST-SL-5000-HOMEOWNER-0813","homeowner","Homeowner","first-time pool owner","raising young children","elder-care responsibility","avoid a weekend callback","prepare a clear note for a pro","true","false","51.1","54.3","82.4","weak_payoff","technical navigation remains too broad for homeowner mode"
"4407","DEMO-TEST-SL-5000-HOMEOWNER-0598","homeowner","Homeowner","first-time pool owner","sandwich caregiver","school or daycare pickup","get home for dinner","check a basic dosing input","false","false","51.1","53.6","82.6","failed_first_value","technical navigation remains too broad for homeowner mode"
"4408","DEMO-TEST-SL-5000-HOMEOWNER-0185","homeowner","Homeowner","owner working with a service company","raising young children","elder-care responsibility","avoid a weekend callback","understand turnover time","false","false","51.1","53.2","82.6","failed_first_value","technical navigation remains too broad for homeowner mode"
"4409","DEMO-TEST-SL-5000-HOMEOWNER-0880","homeowner","Homeowner","short-term rental owner","late career or empty nest","elder-care responsibility","teach the next person faster","understand turnover time","false","false","51.1","52.8","72.9","failed_first_value","technical navigation remains too broad for homeowner mode"
"4410","DEMO-TEST-SL-5000-HOMEOWNER-0449","homeowner","Homeowner","HOA board volunteer","late career or empty nest","second job or side work","get home for dinner","estimate pool volume","true","false","51.1","52.5","77.8","weak_payoff","technical navigation remains too broad for homeowner mode"
"4411","DEMO-TEST-SL-5000-HOMEOWNER-0111","homeowner","Homeowner","first-time pool owner","raising young children","school or daycare pickup","teach the next person faster","check a basic dosing input","false","false","51.1","51.6","78","failed_first_value","technical navigation remains too broad for homeowner mode"
"4412","DEMO-TEST-SL-5000-TRAINER-0794","trainer","Trainer","service-company ride-along","late career or empty nest","second job or side work","avoid a weekend callback","review a mystery part","true","false","51","58.6","76.9","weak_payoff","training value is hidden until after a PartSnap result"
"4413","DEMO-TEST-SL-5000-TRAINER-0531","trainer","Trainer","CPO classroom","sandwich caregiver","school or daycare pickup","avoid a weekend callback","teach proof before ordering","false","false","51","58.1","81.8","failed_first_value","training value is hidden until after a PartSnap result"
"4414","DEMO-TEST-SL-5000-COUNTER-0949","counter","Counter / Distributor","independent pool store","early career","second job or side work","teach the next person faster","reduce a wrong counter sale","false","false","51","57.7","72.2","failed_first_value","proof packet value is invisible before the first successful scan"
"4415","DEMO-TEST-SL-5000-TRAINER-0095","trainer","Trainer","service-company ride-along","late career or empty nest","protect dinner at home","teach the next person faster","review a mystery part","true","false","51","57.7","68.2","weak_payoff","training value is hidden until after a PartSnap result"
"4416","DEMO-TEST-SL-5000-TRAINER-0435","trainer","Trainer","independent online training","early career","second job or side work","get home for dinner","run a five-minute field lesson","true","false","51","56.9","77.2","weak_payoff","training value is hidden until after a PartSnap result"
"4417","DEMO-TEST-SL-5000-TRAINER-0155","trainer","Trainer","CPO classroom","late career or empty nest","second job or side work","feel confident without calling a boss","use a facility scenario","false","false","51","56","72.4","failed_first_value","training value is hidden until after a PartSnap result"
"4418","DEMO-TEST-SL-5000-HOMEOWNER-0172","homeowner","Homeowner","owner working with a service company","established family","school or daycare pickup","get home for dinner","understand turnover time","false","false","51","56","77.3","failed_first_value","technical navigation remains too broad for homeowner mode"
"4419","DEMO-TEST-SL-5000-HOMEOWNER-0775","homeowner","Homeowner","HOA board volunteer","late career or empty nest","protect dinner at home","avoid a weekend callback","understand turnover time","false","false","51","55.9","73.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4420","DEMO-TEST-SL-5000-COUNTER-0696","counter","Counter / Distributor","regional distributor counter","late career or empty nest","unpredictable on-call schedule","teach the next person faster","send a vendor packet","false","false","51","55.8","72.4","failed_first_value","proof packet value is invisible before the first successful scan"
"4421","DEMO-TEST-SL-5000-HOMEOWNER-0562","homeowner","Homeowner","first-time pool owner","sandwich caregiver","school or daycare pickup","teach the next person faster","check a basic dosing input","true","false","51","55.5","77.3","weak_payoff","technical navigation remains too broad for homeowner mode"
"4422","DEMO-TEST-SL-5000-HOMEOWNER-0866","homeowner","Homeowner","HOA board volunteer","sandwich caregiver","second job or side work","avoid a weekend callback","check a basic dosing input","false","false","51","55.5","82.2","failed_first_value","technical navigation remains too broad for homeowner mode"
"4423","DEMO-TEST-SL-5000-TRAINER-0744","trainer","Trainer","service-company ride-along","late career or empty nest","unpredictable on-call schedule","get home for dinner","review a mystery part","false","false","51","55.2","77.4","failed_first_value","training value is hidden until after a PartSnap result"
"4424","DEMO-TEST-SL-5000-TRAINER-0020","trainer","Trainer","trade-school lab","sandwich caregiver","elder-care responsibility","protect customer or facility trust","practice escalation questions","false","false","51","54.1","77.6","failed_first_value","training value is hidden until after a PartSnap result"
"4425","DEMO-TEST-SL-5000-HOMEOWNER-0109","homeowner","Homeowner","HOA board volunteer","established family","school or daycare pickup","avoid a weekend callback","prepare a clear note for a pro","true","false","51","53.3","77.7","weak_payoff","technical navigation remains too broad for homeowner mode"
"4426","DEMO-TEST-SL-5000-HOMEOWNER-0114","homeowner","Homeowner","experienced DIY owner","late career or empty nest","protect dinner at home","avoid a weekend callback","know when to stop and call a pro","false","false","51","52.8","73.8","failed_first_value","technical navigation remains too broad for homeowner mode"
"4427","DEMO-TEST-SL-5000-TRAINER-0440","trainer","Trainer","independent online training","late career or empty nest","elder-care responsibility","protect customer or facility trust","use a facility scenario","false","false","50.9","57.1","72.2","failed_first_value","training value is hidden until after a PartSnap result"
"4428","DEMO-TEST-SL-5000-TRAINER-0065","trainer","Trainer","manufacturer training","raising young children","school or daycare pickup","get home for dinner","teach proof before ordering","false","false","50.9","56.5","82.1","failed_first_value","training value is hidden until after a PartSnap result"
"4429","DEMO-TEST-SL-5000-TRAINER-0370","trainer","Trainer","manufacturer training","early career","school or daycare pickup","teach the next person faster","teach proof before ordering","false","false","50.9","55.9","72.4","failed_first_value","training value is hidden until after a PartSnap result"
"4430","DEMO-TEST-SL-5000-HOMEOWNER-0776","homeowner","Homeowner","short-term rental owner","sandwich caregiver","school or daycare pickup","protect customer or facility trust","know when to stop and call a pro","false","false","50.9","55.3","77.3","failed_first_value","technical navigation remains too broad for homeowner mode"
"4431","DEMO-TEST-SL-5000-HOMEOWNER-0003","homeowner","Homeowner","owner working with a service company","late career or empty nest","protect dinner at home","feel confident without calling a boss","prepare a clear note for a pro","false","false","50.9","54.4","68.7","failed_first_value","technical navigation remains too broad for homeowner mode"
"4432","DEMO-TEST-SL-5000-HOMEOWNER-0345","homeowner","Homeowner","experienced DIY owner","established family","unpredictable on-call schedule","feel confident without calling a boss","understand turnover time","true","false","50.9","54.1","72.6","weak_payoff","technical navigation remains too broad for homeowner mode"
"4433","DEMO-TEST-SL-5000-HOMEOWNER-0299","homeowner","Homeowner","short-term rental owner","early career","unpredictable on-call schedule","protect customer or facility trust","estimate pool volume","true","false","50.9","53.7","72.7","weak_payoff","technical navigation remains too broad for homeowner mode"
"4434","DEMO-TEST-SL-5000-HOMEOWNER-0684","homeowner","Homeowner","first-time pool owner","established family","elder-care responsibility","protect customer or facility trust","check a basic dosing input","true","false","50.9","53.4","72.7","weak_payoff","technical navigation remains too broad for homeowner mode"
"4435","DEMO-TEST-SL-5000-TRAINER-0176","trainer","Trainer","service-company ride-along","late career or empty nest","elder-care responsibility","get home for dinner","review a mystery part","false","false","50.8","59","76.8","failed_first_value","training value is hidden until after a PartSnap result"
"4436","DEMO-TEST-SL-5000-HOMEOWNER-0339","homeowner","Homeowner","short-term rental owner","late career or empty nest","school or daycare pickup","avoid a weekend callback","understand turnover time","false","false","50.8","57.7","76.9","failed_first_value","technical navigation remains too broad for homeowner mode"
"4437","DEMO-TEST-SL-5000-TRAINER-0796","trainer","Trainer","trade-school lab","established family","unpredictable on-call schedule","get home for dinner","review a mystery part","false","false","50.8","56.5","77.2","failed_first_value","training value is hidden until after a PartSnap result"
"4438","DEMO-TEST-SL-5000-HOMEOWNER-0300","homeowner","Homeowner","owner working with a service company","early career","elder-care responsibility","avoid a weekend callback","estimate pool volume","false","false","50.8","56.5","77.1","failed_first_value","technical navigation remains too broad for homeowner mode"
"4439","DEMO-TEST-SL-5000-TRAINER-0572","trainer","Trainer","service-company ride-along","sandwich caregiver","protect dinner at home","get home for dinner","practice escalation questions","false","false","50.8","56.4","78.2","failed_first_value","training value is hidden until after a PartSnap result"
"4440","DEMO-TEST-SL-5000-HOMEOWNER-0307","homeowner","Homeowner","first-time pool owner","early career","elder-care responsibility","avoid a weekend callback","know when to stop and call a pro","false","false","50.8","56.4","77.2","failed_first_value","technical navigation remains too broad for homeowner mode"
"4441","DEMO-TEST-SL-5000-HOMEOWNER-0906","homeowner","Homeowner","HOA board volunteer","established family","protect dinner at home","protect customer or facility trust","prepare a clear note for a pro","false","false","50.8","56.2","68.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4442","DEMO-TEST-SL-5000-TRAINER-0374","trainer","Trainer","independent online training","raising young children","protect dinner at home","protect customer or facility trust","use a facility scenario","false","false","50.8","55.9","73.4","failed_first_value","training value is hidden until after a PartSnap result"
"4443","DEMO-TEST-SL-5000-TRAINER-0352","trainer","Trainer","independent online training","established family","school or daycare pickup","avoid a weekend callback","teach proof before ordering","false","false","50.8","55.7","77.3","failed_first_value","training value is hidden until after a PartSnap result"
"4444","DEMO-TEST-SL-5000-TRAINER-0444","trainer","Trainer","service-company ride-along","established family","unpredictable on-call schedule","get home for dinner","use a facility scenario","false","false","50.8","55","77.3","failed_first_value","training value is hidden until after a PartSnap result"
"4445","DEMO-TEST-SL-5000-TRAINER-0751","trainer","Trainer","manufacturer training","sandwich caregiver","school or daycare pickup","teach the next person faster","use a facility scenario","false","false","50.8","54.4","77.5","failed_first_value","training value is hidden until after a PartSnap result"
"4446","DEMO-TEST-SL-5000-HOMEOWNER-0135","homeowner","Homeowner","HOA board volunteer","raising young children","second job or side work","avoid a weekend callback","estimate pool volume","true","false","50.8","54.2","82.3","weak_payoff","technical navigation remains too broad for homeowner mode"
"4447","DEMO-TEST-SL-5000-HOMEOWNER-0276","homeowner","Homeowner","experienced DIY owner","late career or empty nest","unpredictable on-call schedule","get home for dinner","estimate pool volume","false","false","50.8","52.9","77.7","failed_first_value","technical navigation remains too broad for homeowner mode"
"4448","DEMO-TEST-SL-5000-TRAINER-0277","trainer","Trainer","independent online training","raising young children","unpredictable on-call schedule","teach the next person faster","use a facility scenario","false","false","50.7","57.7","76.9","failed_first_value","training value is hidden until after a PartSnap result"
"4449","DEMO-TEST-SL-5000-TRAINER-0116","trainer","Trainer","CPO classroom","late career or empty nest","second job or side work","feel confident without calling a boss","use a facility scenario","false","false","50.7","57.6","72.1","failed_first_value","training value is hidden until after a PartSnap result"
"4450","DEMO-TEST-SL-5000-TRAINER-0632","trainer","Trainer","manufacturer training","sandwich caregiver","school or daycare pickup","protect customer or facility trust","use a facility scenario","false","false","50.7","56.7","77.1","failed_first_value","training value is hidden until after a PartSnap result"
"4451","DEMO-TEST-SL-5000-HOMEOWNER-0203","homeowner","Homeowner","short-term rental owner","raising young children","elder-care responsibility","get home for dinner","prepare a clear note for a pro","false","false","50.7","55.7","82.1","failed_first_value","technical navigation remains too broad for homeowner mode"
"4452","DEMO-TEST-SL-5000-TRAINER-0234","trainer","Trainer","manufacturer training","late career or empty nest","elder-care responsibility","protect customer or facility trust","use a facility scenario","false","false","50.7","55.3","72.4","failed_first_value","training value is hidden until after a PartSnap result"
"4453","DEMO-TEST-SL-5000-HOMEOWNER-0970","homeowner","Homeowner","HOA board volunteer","established family","school or daycare pickup","protect customer or facility trust","understand turnover time","false","false","50.7","55.3","72.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4454","DEMO-TEST-SL-5000-HOMEOWNER-0529","homeowner","Homeowner","first-time pool owner","sandwich caregiver","second job or side work","get home for dinner","understand turnover time","true","false","50.7","55","82.2","weak_payoff","technical navigation remains too broad for homeowner mode"
"4455","DEMO-TEST-SL-5000-HOMEOWNER-0394","homeowner","Homeowner","first-time pool owner","early career","protect dinner at home","feel confident without calling a boss","check a basic dosing input","true","false","50.7","54.5","68.6","weak_payoff","technical navigation remains too broad for homeowner mode"
"4456","DEMO-TEST-SL-5000-HOMEOWNER-0838","homeowner","Homeowner","short-term rental owner","late career or empty nest","school or daycare pickup","get home for dinner","check a basic dosing input","false","false","50.7","54.4","77.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4457","DEMO-TEST-SL-5000-HOMEOWNER-0243","homeowner","Homeowner","short-term rental owner","established family","second job or side work","avoid a weekend callback","know when to stop and call a pro","false","false","50.7","54.3","77.4","failed_first_value","technical navigation remains too broad for homeowner mode"
"4458","DEMO-TEST-SL-5000-HOMEOWNER-0712","homeowner","Homeowner","experienced DIY owner","early career","second job or side work","feel confident without calling a boss","check a basic dosing input","false","false","50.7","51.7","72.9","failed_first_value","technical navigation remains too broad for homeowner mode"
"4459","DEMO-TEST-SL-5000-HOMEOWNER-0643","homeowner","Homeowner","first-time pool owner","late career or empty nest","elder-care responsibility","teach the next person faster","prepare a clear note for a pro","true","false","50.7","51.3","73","weak_payoff","technical navigation remains too broad for homeowner mode"
"4460","DEMO-TEST-SL-5000-HOMEOWNER-0604","homeowner","Homeowner","HOA board volunteer","early career","elder-care responsibility","avoid a weekend callback","understand turnover time","false","false","50.7","50.6","78","failed_first_value","technical navigation remains too broad for homeowner mode"
